Model,DPO4034,DPO4034
Firmware Version,2.1,2.1
,,
Point Format,Y,Y
Horizontal Units,S,S
Horizontal Scale,0.0001,0.0001
Sample Interval,1.00E-07,1.00E-07
Record Length,10000,10000
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.1,1
Label,,
TIME,CH1,CH2
-3.35E-05,-0.804,-0.78
-3.34E-05,-0.812,-0.78
-3.33E-05,-0.812,-0.78
-3.32E-05,-0.824,-0.7
-3.31E-05,-0.82,-0.74
-3.30E-05,-0.828,-0.78
-3.29E-05,-0.824,-0.78
-3.28E-05,-0.82,-0.78
-3.27E-05,-0.828,-0.82
-3.26E-05,-0.816,-0.7
-3.25E-05,-0.836,-0.78
-3.24E-05,-0.832,-0.82
-3.23E-05,-0.828,-0.74
-3.22E-05,-0.84,-0.7
-3.21E-05,-0.828,-0.78
-3.20E-05,-0.836,-0.82
-3.19E-05,-0.844,-0.78
-3.18E-05,-0.832,-0.86
-3.17E-05,-0.844,-0.7
-3.16E-05,-0.844,-0.82
-3.15E-05,-0.844,-0.86
-3.14E-05,-0.844,-0.74
-3.13E-05,-0.848,-0.78
-3.12E-05,-0.844,-0.78
-3.11E-05,-0.836,-0.78
-3.10E-05,-0.852,-0.74
-3.09E-05,-0.848,-0.78
-3.08E-05,-0.848,-0.78
-3.07E-05,-0.864,-0.86
-3.06E-05,-0.86,-0.82
-3.05E-05,-0.86,-0.82
-3.04E-05,-0.848,-0.82
-3.03E-05,-0.856,-0.74
-3.02E-05,-0.864,-0.78
-3.01E-05,-0.864,-0.86
-3.00E-05,-0.86,-0.74
-2.99E-05,-0.872,-0.86
-2.98E-05,-0.876,-0.78
-2.97E-05,-0.872,-0.82
-2.96E-05,-0.864,-0.82
-2.95E-05,-0.88,-0.78
-2.94E-05,-0.864,-0.82
-2.93E-05,-0.88,-0.82
-2.92E-05,-0.868,-0.86
-2.91E-05,-0.88,-0.86
-2.90E-05,-0.884,-0.82
-2.89E-05,-0.892,-0.82
-2.88E-05,-0.88,-0.86
-2.87E-05,-0.88,-0.82
-2.86E-05,-0.888,-0.86
-2.85E-05,-0.884,-0.86
-2.84E-05,-0.884,-0.86
-2.83E-05,-0.888,-0.82
-2.82E-05,-0.896,-0.9
-2.81E-05,-0.892,-0.86
-2.80E-05,-0.896,-0.78
-2.79E-05,-0.9,-0.9
-2.78E-05,-0.908,-0.86
-2.77E-05,-0.896,-0.82
-2.76E-05,-0.892,-0.78
-2.75E-05,-0.9,-0.82
-2.74E-05,-0.9,-0.9
-2.73E-05,-0.904,-0.86
-2.72E-05,-0.912,-0.86
-2.71E-05,-0.916,-0.82
-2.70E-05,-0.912,-0.86
-2.69E-05,-0.9,-0.78
-2.68E-05,-0.908,-0.86
-2.67E-05,-0.904,-0.82
-2.66E-05,-0.916,-0.9
-2.65E-05,-0.92,-0.9
-2.64E-05,-0.92,-0.78
-2.63E-05,-0.912,-0.82
-2.62E-05,-0.932,-0.94
-2.61E-05,-0.928,-0.82
-2.60E-05,-0.916,-0.9
-2.59E-05,-0.928,-0.86
-2.58E-05,-0.928,-0.9
-2.57E-05,-0.928,-0.9
-2.56E-05,-0.932,-0.86
-2.55E-05,-0.928,-0.86
-2.54E-05,-0.928,-0.82
-2.53E-05,-0.928,-0.82
-2.52E-05,-0.94,-0.82
-2.51E-05,-0.932,-0.86
-2.50E-05,-0.94,-0.86
-2.49E-05,-0.944,-0.82
-2.48E-05,-0.944,-0.82
-2.47E-05,-0.936,-0.94
-2.46E-05,-0.952,-0.9
-2.45E-05,-0.944,-0.86
-2.44E-05,-0.952,-0.82
-2.43E-05,-0.94,-0.86
-2.42E-05,-0.94,-0.82
-2.41E-05,-0.944,-0.9
-2.40E-05,-0.936,-0.86
-2.39E-05,-0.932,-0.82
-2.38E-05,-0.948,-0.82
-2.37E-05,-0.936,-0.86
-2.36E-05,-0.936,-0.82
-2.35E-05,-0.936,-0.94
-2.34E-05,-0.928,-0.98
-2.33E-05,-0.936,-0.82
-2.32E-05,-0.928,-0.98
-2.31E-05,-0.924,-0.86
-2.30E-05,-0.924,-0.86
-2.29E-05,-0.92,-0.82
-2.28E-05,-0.924,-0.86
-2.27E-05,-0.916,-0.86
-2.26E-05,-0.912,-0.82
-2.25E-05,-0.916,-0.78
-2.24E-05,-0.912,-0.78
-2.23E-05,-0.916,-0.82
-2.22E-05,-0.912,-0.94
-2.21E-05,-0.908,-0.86
-2.20E-05,-0.904,-0.82
-2.19E-05,-0.9,-0.9
-2.18E-05,-0.908,-0.82
-2.17E-05,-0.904,-0.78
-2.16E-05,-0.9,-0.82
-2.15E-05,-0.9,-0.86
-2.14E-05,-0.896,-0.82
-2.13E-05,-0.896,-0.9
-2.12E-05,-0.896,-0.82
-2.11E-05,-0.892,-0.82
-2.10E-05,-0.896,-0.82
-2.09E-05,-0.896,-0.86
-2.08E-05,-0.888,-0.94
-2.07E-05,-0.88,-0.82
-2.06E-05,-0.88,-0.78
-2.05E-05,-0.892,-0.82
-2.04E-05,-0.884,-0.7
-2.03E-05,-0.888,-0.82
-2.02E-05,-0.876,-0.9
-2.01E-05,-0.876,-0.86
-2.00E-05,-0.88,-0.74
-1.99E-05,-0.872,-0.78
-1.98E-05,-0.864,-0.82
-1.97E-05,-0.864,-0.78
-1.96E-05,-0.864,-0.82
-1.95E-05,-0.872,-0.78
-1.94E-05,-0.872,-0.86
-1.93E-05,-0.876,-0.78
-1.92E-05,-0.864,-0.82
-1.91E-05,-0.856,-0.74
-1.90E-05,-0.86,-0.78
-1.89E-05,-0.86,-0.82
-1.88E-05,-0.856,-0.78
-1.87E-05,-0.856,-0.74
-1.86E-05,-0.86,-0.7
-1.85E-05,-0.848,-0.74
-1.84E-05,-0.856,-0.78
-1.83E-05,-0.844,-0.82
-1.82E-05,-0.844,-0.86
-1.81E-05,-0.848,-0.78
-1.80E-05,-0.848,-0.78
-1.79E-05,-0.848,-0.86
-1.78E-05,-0.844,-0.78
-1.77E-05,-0.836,-0.78
-1.76E-05,-0.832,-0.78
-1.75E-05,-0.84,-0.82
-1.74E-05,-0.832,-0.78
-1.73E-05,-0.836,-0.74
-1.72E-05,-0.832,-0.78
-1.71E-05,-0.832,-0.74
-1.70E-05,-0.832,-0.86
-1.69E-05,-0.836,-0.86
-1.68E-05,-0.824,-0.7
-1.67E-05,-0.82,-0.82
-1.66E-05,-0.828,-0.82
-1.65E-05,-0.816,-0.86
-1.64E-05,-0.828,-0.78
-1.63E-05,-0.82,-0.82
-1.62E-05,-0.816,-0.78
-1.61E-05,-0.808,-0.7
-1.60E-05,-0.808,-0.78
-1.59E-05,-0.816,-0.78
-1.58E-05,-0.812,-0.7
-1.57E-05,-0.816,-0.74
-1.56E-05,-0.808,-0.82
-1.55E-05,-0.808,-0.78
-1.54E-05,-0.796,-0.78
-1.53E-05,-0.8,-0.66
-1.52E-05,-0.804,-0.74
-1.51E-05,-0.796,-0.74
-1.50E-05,-0.804,-0.74
-1.49E-05,-0.8,-0.7
-1.48E-05,-0.8,-0.78
-1.47E-05,-0.792,-0.74
-1.46E-05,-0.796,-0.7
-1.45E-05,-0.792,-0.74
-1.44E-05,-0.784,-0.74
-1.43E-05,-0.792,-0.7
-1.42E-05,-0.788,-0.7
-1.41E-05,-0.784,-0.66
-1.40E-05,-0.788,-0.78
-1.39E-05,-0.784,-0.62
-1.38E-05,-0.768,-0.82
-1.37E-05,-0.78,-0.66
-1.36E-05,-0.768,-0.82
-1.35E-05,-0.776,-0.66
-1.34E-05,-0.776,-0.78
-1.33E-05,-0.772,-0.66
-1.32E-05,-0.776,-0.7
-1.31E-05,-0.764,-0.74
-1.30E-05,-0.768,-0.62
-1.29E-05,-0.752,-0.74
-1.28E-05,-0.764,-0.78
-1.27E-05,-0.764,-0.7
-1.26E-05,-0.756,-0.74
-1.25E-05,-0.76,-0.78
-1.24E-05,-0.764,-0.66
-1.23E-05,-0.756,-0.7
-1.22E-05,-0.752,-0.74
-1.21E-05,-0.76,-0.7
-1.20E-05,-0.748,-0.66
-1.19E-05,-0.748,-0.74
-1.18E-05,-0.756,-0.66
-1.17E-05,-0.748,-0.7
-1.16E-05,-0.74,-0.62
-1.15E-05,-0.736,-0.78
-1.14E-05,-0.744,-0.7
-1.13E-05,-0.744,-0.62
-1.12E-05,-0.736,-0.74
-1.11E-05,-0.736,-0.7
-1.10E-05,-0.736,-0.7
-1.09E-05,-0.728,-0.66
-1.08E-05,-0.736,-0.74
-1.07E-05,-0.728,-0.7
-1.06E-05,-0.736,-0.74
-1.05E-05,-0.72,-0.7
-1.04E-05,-0.724,-0.7
-1.03E-05,-0.728,-0.66
-1.02E-05,-0.736,-0.62
-1.01E-05,-0.72,-0.66
-1.00E-05,-0.728,-0.66
-9.90E-06,-0.716,-0.66
-9.80E-06,-0.724,-0.66
-9.70E-06,-0.716,-0.7
-9.60E-06,-0.72,-0.66
-9.50E-06,-0.716,-0.66
-9.40E-06,-0.724,-0.7
-9.30E-06,-0.708,-0.54
-9.20E-06,-0.708,-0.66
-9.10E-06,-0.716,-0.7
-9.00E-06,-0.7,-0.7
-8.90E-06,-0.704,-0.62
-8.80E-06,-0.704,-0.66
-8.70E-06,-0.696,-0.66
-8.60E-06,-0.708,-0.66
-8.50E-06,-0.704,-0.62
-8.40E-06,-0.704,-0.62
-8.30E-06,-0.7,-0.58
-8.20E-06,-0.688,-0.66
-8.10E-06,-0.688,-0.7
-8.00E-06,-0.696,-0.62
-7.90E-06,-0.692,-0.7
-7.80E-06,-0.692,-0.5
-7.70E-06,-0.68,-0.62
-7.60E-06,-0.692,-0.66
-7.50E-06,-0.68,-0.54
-7.40E-06,-0.68,-0.58
-7.30E-06,-0.676,-0.66
-7.20E-06,-0.672,-0.62
-7.10E-06,-0.672,-0.66
-7.00E-06,-0.672,-0.62
-6.90E-06,-0.66,-0.66
-6.80E-06,-0.672,-0.58
-6.70E-06,-0.668,-0.66
-6.60E-06,-0.66,-0.5
-6.50E-06,-0.672,-0.58
-6.40E-06,-0.668,-0.54
-6.30E-06,-0.664,-0.58
-6.20E-06,-0.668,-0.66
-6.10E-06,-0.668,-0.58
-6.00E-06,-0.656,-0.54
-5.90E-06,-0.66,-0.54
-5.80E-06,-0.652,-0.66
-5.70E-06,-0.664,-0.66
-5.60E-06,-0.652,-0.62
-5.50E-06,-0.652,-0.7
-5.40E-06,-0.64,-0.62
-5.30E-06,-0.64,-0.66
-5.20E-06,-0.66,-0.58
-5.10E-06,-0.652,-0.7
-5.00E-06,-0.64,-0.5
-4.90E-06,-0.644,-0.5
-4.80E-06,-0.64,-0.54
-4.70E-06,-0.64,-0.58
-4.60E-06,-0.644,-0.54
-4.50E-06,-0.64,-0.54
-4.40E-06,-0.64,-0.58
-4.30E-06,-0.632,-0.58
-4.20E-06,-0.628,-0.54
-4.10E-06,-0.628,-0.54
-4.00E-06,-0.636,-0.66
-3.90E-06,-0.624,-0.58
-3.80E-06,-0.632,-0.66
-3.70E-06,-0.628,-0.58
-3.60E-06,-0.624,-0.54
-3.50E-06,-0.624,-0.54
-3.40E-06,-0.612,-0.54
-3.30E-06,-0.616,-0.54
-3.20E-06,-0.62,-0.5
-3.10E-06,-0.616,-0.66
-3.00E-06,-0.604,-0.54
-2.90E-06,-0.612,-0.54
-2.80E-06,-0.612,-0.54
-2.70E-06,-0.608,-0.5
-2.60E-06,-0.604,-0.5
-2.50E-06,-0.604,-0.58
-2.40E-06,-0.596,-0.54
-2.30E-06,-0.596,-0.58
-2.20E-06,-0.604,-0.54
-2.10E-06,-0.592,-0.5
-2.00E-06,-0.596,-0.5
-1.90E-06,-0.6,-0.5
-1.80E-06,-0.596,-0.62
-1.70E-06,-0.588,-0.42
-1.60E-06,-0.596,-0.62
-1.50E-06,-0.588,-0.5
-1.40E-06,-0.588,-0.42
-1.30E-06,-0.588,-0.5
-1.20E-06,-0.58,-0.54
-1.10E-06,-0.584,-0.5
-1.00E-06,-0.584,-0.58
-9.00E-07,-0.58,-0.5
-8.00E-07,-0.576,-0.5
-7.00E-07,-0.568,-0.46
-6.00E-07,-0.572,-0.5
-5.00E-07,-0.58,-0.54
-4.00E-07,-0.564,-0.62
-3.00E-07,-0.568,-0.5
-2.00E-07,-0.576,-0.46
-1.00E-07,-0.564,-0.46
5.00E-18,-0.572,-0.58
1.00E-07,-0.564,-0.5
2.00E-07,-0.56,-0.54
3.00E-07,-0.564,-0.5
4.00E-07,-0.556,-0.54
5.00E-07,-0.568,-0.54
6.00E-07,-0.556,-0.5
7.00E-07,-0.56,-0.5
8.00E-07,-0.556,-0.54
9.00E-07,-0.552,-0.46
1.00E-06,-0.548,-0.42
1.10E-06,-0.54,-0.46
1.20E-06,-0.544,-0.5
1.30E-06,-0.548,-0.58
1.40E-06,-0.548,-0.54
1.50E-06,-0.536,-0.46
1.60E-06,-0.536,-0.54
1.70E-06,-0.54,-0.46
1.80E-06,-0.528,-0.54
1.90E-06,-0.54,-0.38
2.00E-06,-0.544,-0.46
2.10E-06,-0.524,-0.5
2.20E-06,-0.54,-0.38
2.30E-06,-0.528,-0.5
2.40E-06,-0.52,-0.34
2.50E-06,-0.528,-0.5
2.60E-06,-0.544,-0.42
2.70E-06,-0.524,-0.46
2.80E-06,-0.524,-0.42
2.90E-06,-0.52,-0.42
3.00E-06,-0.528,-0.42
3.10E-06,-0.512,-0.42
3.20E-06,-0.516,-0.46
3.30E-06,-0.516,-0.46
3.40E-06,-0.512,-0.46
3.50E-06,-0.512,-0.42
3.60E-06,-0.5,-0.5
3.70E-06,-0.512,-0.5
3.80E-06,-0.516,-0.46
3.90E-06,-0.504,-0.38
4.00E-06,-0.504,-0.38
4.10E-06,-0.516,-0.42
4.20E-06,-0.504,-0.38
4.30E-06,-0.492,-0.42
4.40E-06,-0.5,-0.5
4.50E-06,-0.496,-0.46
4.60E-06,-0.492,-0.38
4.70E-06,-0.496,-0.42
4.80E-06,-0.496,-0.42
4.90E-06,-0.488,-0.42
5.00E-06,-0.484,-0.42
5.10E-06,-0.5,-0.46
5.20E-06,-0.48,-0.42
5.30E-06,-0.488,-0.42
5.40E-06,-0.48,-0.38
5.50E-06,-0.48,-0.46
5.60E-06,-0.488,-0.42
5.70E-06,-0.476,-0.42
5.80E-06,-0.472,-0.38
5.90E-06,-0.472,-0.34
6.00E-06,-0.472,-0.38
6.10E-06,-0.464,-0.54
6.20E-06,-0.472,-0.46
6.30E-06,-0.464,-0.34
6.40E-06,-0.468,-0.34
6.50E-06,-0.468,-0.38
6.60E-06,-0.46,-0.38
6.70E-06,-0.46,-0.42
6.80E-06,-0.46,-0.34
6.90E-06,-0.448,-0.38
7.00E-06,-0.452,-0.34
7.10E-06,-0.452,-0.38
7.20E-06,-0.452,-0.42
7.30E-06,-0.46,-0.34
7.40E-06,-0.448,-0.38
7.50E-06,-0.448,-0.34
7.60E-06,-0.456,-0.34
7.70E-06,-0.452,-0.34
7.80E-06,-0.448,-0.34
7.90E-06,-0.448,-0.34
8.00E-06,-0.448,-0.3
8.10E-06,-0.432,-0.3
8.20E-06,-0.436,-0.38
8.30E-06,-0.44,-0.34
8.40E-06,-0.432,-0.38
8.50E-06,-0.436,-0.42
8.60E-06,-0.436,-0.34
8.70E-06,-0.428,-0.38
8.80E-06,-0.436,-0.34
8.90E-06,-0.432,-0.46
9.00E-06,-0.42,-0.3
9.10E-06,-0.42,-0.38
9.20E-06,-0.424,-0.34
9.30E-06,-0.412,-0.3
9.40E-06,-0.424,-0.38
9.50E-06,-0.436,-0.26
9.60E-06,-0.42,-0.38
9.70E-06,-0.416,-0.34
9.80E-06,-0.416,-0.3
9.90E-06,-0.408,-0.34
1.00E-05,-0.408,-0.34
1.01E-05,-0.42,-0.34
1.02E-05,-0.4,-0.3
1.03E-05,-0.416,-0.34
1.04E-05,-0.408,-0.22
1.05E-05,-0.4,-0.34
1.06E-05,-0.404,-0.34
1.07E-05,-0.396,-0.3
1.08E-05,-0.4,-0.3
1.09E-05,-0.392,-0.34
1.10E-05,-0.388,-0.26
1.11E-05,-0.4,-0.3
1.12E-05,-0.388,-0.34
1.13E-05,-0.396,-0.38
1.14E-05,-0.396,-0.3
1.15E-05,-0.392,-0.38
1.16E-05,-0.388,-0.3
1.17E-05,-0.38,-0.22
1.18E-05,-0.38,-0.34
1.19E-05,-0.388,-0.38
1.20E-05,-0.384,-0.34
1.21E-05,-0.372,-0.3
1.22E-05,-0.376,-0.26
1.23E-05,-0.38,-0.26
1.24E-05,-0.372,-0.34
1.25E-05,-0.368,-0.3
1.26E-05,-0.368,-0.34
1.27E-05,-0.368,-0.34
1.28E-05,-0.368,-0.34
1.29E-05,-0.368,-0.34
1.30E-05,-0.36,-0.26
1.31E-05,-0.36,-0.26
1.32E-05,-0.36,-0.34
1.33E-05,-0.364,-0.26
1.34E-05,-0.352,-0.34
1.35E-05,-0.364,-0.42
1.36E-05,-0.356,-0.22
1.37E-05,-0.36,-0.34
1.38E-05,-0.352,-0.26
1.39E-05,-0.348,-0.34
1.40E-05,-0.356,-0.26
1.41E-05,-0.348,-0.26
1.42E-05,-0.352,-0.26
1.43E-05,-0.352,-0.26
1.44E-05,-0.344,-0.34
1.45E-05,-0.34,-0.34
1.46E-05,-0.34,-0.3
1.47E-05,-0.332,-0.34
1.48E-05,-0.34,-0.34
1.49E-05,-0.328,-0.34
1.50E-05,-0.32,-0.34
1.51E-05,-0.328,-0.26
1.52E-05,-0.332,-0.26
1.53E-05,-0.32,-0.26
1.54E-05,-0.332,-0.3
1.55E-05,-0.332,-0.3
1.56E-05,-0.324,-0.26
1.57E-05,-0.328,-0.3
1.58E-05,-0.316,-0.26
1.59E-05,-0.32,-0.22
1.60E-05,-0.316,-0.3
1.61E-05,-0.316,-0.26
1.62E-05,-0.304,-0.22
1.63E-05,-0.312,-0.22
1.64E-05,-0.308,-0.3
1.65E-05,-0.312,-0.18
1.66E-05,-0.308,-0.26
1.67E-05,-0.308,-0.26
1.68E-05,-0.3,-0.34
1.69E-05,-0.3,-0.22
1.70E-05,-0.304,-0.18
1.71E-05,-0.3,-0.3
1.72E-05,-0.304,-0.18
1.73E-05,-0.296,-0.22
1.74E-05,-0.296,-0.22
1.75E-05,-0.3,-0.26
1.76E-05,-0.296,-0.18
1.77E-05,-0.288,-0.22
1.78E-05,-0.292,-0.22
1.79E-05,-0.28,-0.3
1.80E-05,-0.288,-0.18
1.81E-05,-0.284,-0.26
1.82E-05,-0.284,-0.18
1.83E-05,-0.276,-0.34
1.84E-05,-0.28,-0.18
1.85E-05,-0.284,-0.26
1.86E-05,-0.28,-0.18
1.87E-05,-0.264,-0.22
1.88E-05,-0.284,-0.22
1.89E-05,-0.272,-0.22
1.90E-05,-0.268,-0.22
1.91E-05,-0.272,-0.22
1.92E-05,-0.26,-0.22
1.93E-05,-0.26,-0.22
1.94E-05,-0.26,-0.18
1.95E-05,-0.26,-0.14
1.96E-05,-0.264,-0.22
1.97E-05,-0.268,-0.18
1.98E-05,-0.252,-0.22
1.99E-05,-0.26,-0.22
2.00E-05,-0.264,-0.18
2.01E-05,-0.252,-0.1
2.02E-05,-0.252,-0.22
2.03E-05,-0.248,-0.26
2.04E-05,-0.252,-0.18
2.05E-05,-0.248,-0.22
2.06E-05,-0.244,-0.14
2.07E-05,-0.24,-0.22
2.08E-05,-0.248,-0.26
2.09E-05,-0.24,-0.22
2.10E-05,-0.244,-0.18
2.11E-05,-0.236,-0.18
2.12E-05,-0.236,-0.22
2.13E-05,-0.24,-0.14
2.14E-05,-0.224,-0.14
2.15E-05,-0.232,-0.14
2.16E-05,-0.228,-0.1
2.17E-05,-0.224,-0.1
2.18E-05,-0.236,-0.26
2.19E-05,-0.224,-0.14
2.20E-05,-0.22,-0.22
2.21E-05,-0.224,-0.06
2.22E-05,-0.216,-0.22
2.23E-05,-0.224,-0.22
2.24E-05,-0.22,-0.1
2.25E-05,-0.204,-0.14
2.26E-05,-0.216,-0.14
2.27E-05,-0.216,-0.18
2.28E-05,-0.204,-0.26
2.29E-05,-0.204,-0.22
2.30E-05,-0.208,-0.1
2.31E-05,-0.2,-0.14
2.32E-05,-0.208,-0.22
2.33E-05,-0.2,-0.14
2.34E-05,-0.2,-0.14
2.35E-05,-0.196,-0.1
2.36E-05,-0.196,-0.1
2.37E-05,-0.196,-0.14
2.38E-05,-0.18,-0.14
2.39E-05,-0.204,-0.1
2.40E-05,-0.176,-0.1
2.41E-05,-0.204,-0.14
2.42E-05,-0.192,-0.14
2.43E-05,-0.184,-0.02
2.44E-05,-0.184,-0.1
2.45E-05,-0.188,-0.06
2.46E-05,-0.188,-0.1
2.47E-05,-0.192,-0.18
2.48E-05,-0.196,-0.14
2.49E-05,-0.196,-0.22
2.50E-05,-0.192,-0.22
2.51E-05,-0.196,-0.14
2.52E-05,-0.2,-0.18
2.53E-05,-0.192,-0.1
2.54E-05,-0.204,-0.06
2.55E-05,-0.204,-0.22
2.56E-05,-0.208,-0.18
2.57E-05,-0.2,-0.14
2.58E-05,-0.216,-0.14
2.59E-05,-0.208,-0.18
2.60E-05,-0.212,-0.14
2.61E-05,-0.212,-0.14
2.62E-05,-0.216,-0.18
2.63E-05,-0.2,-0.14
2.64E-05,-0.224,-0.14
2.65E-05,-0.216,-0.18
2.66E-05,-0.216,-0.1
2.67E-05,-0.228,-0.22
2.68E-05,-0.22,-0.14
2.69E-05,-0.232,-0.14
2.70E-05,-0.228,-0.18
2.71E-05,-0.232,-0.22
2.72E-05,-0.244,-0.22
2.73E-05,-0.232,-0.18
2.74E-05,-0.24,-0.18
2.75E-05,-0.232,-0.14
2.76E-05,-0.248,-0.14
2.77E-05,-0.248,-0.18
2.78E-05,-0.248,-0.06
2.79E-05,-0.244,-0.18
2.80E-05,-0.24,-0.22
2.81E-05,-0.252,-0.14
2.82E-05,-0.236,-0.14
2.83E-05,-0.256,-0.22
2.84E-05,-0.252,-0.18
2.85E-05,-0.264,-0.18
2.86E-05,-0.256,-0.3
2.87E-05,-0.256,-0.18
2.88E-05,-0.248,-0.22
2.89E-05,-0.268,-0.14
2.90E-05,-0.256,-0.14
2.91E-05,-0.256,-0.22
2.92E-05,-0.272,-0.22
2.93E-05,-0.268,-0.18
2.94E-05,-0.268,-0.26
2.95E-05,-0.268,-0.22
2.96E-05,-0.268,-0.22
2.97E-05,-0.276,-0.22
2.98E-05,-0.28,-0.26
2.99E-05,-0.272,-0.22
3.00E-05,-0.28,-0.22
3.01E-05,-0.28,-0.22
3.02E-05,-0.272,-0.26
3.03E-05,-0.276,-0.22
3.04E-05,-0.288,-0.18
3.05E-05,-0.296,-0.18
3.06E-05,-0.288,-0.18
3.07E-05,-0.296,-0.22
3.08E-05,-0.288,-0.22
3.09E-05,-0.292,-0.18
3.10E-05,-0.3,-0.22
3.11E-05,-0.296,-0.22
3.12E-05,-0.3,-0.22
3.13E-05,-0.3,-0.22
3.14E-05,-0.296,-0.26
3.15E-05,-0.308,-0.26
3.16E-05,-0.292,-0.22
3.17E-05,-0.308,-0.34
3.18E-05,-0.308,-0.3
3.19E-05,-0.308,-0.18
3.20E-05,-0.304,-0.3
3.21E-05,-0.32,-0.22
3.22E-05,-0.312,-0.22
3.23E-05,-0.316,-0.26
3.24E-05,-0.324,-0.18
3.25E-05,-0.316,-0.26
3.26E-05,-0.316,-0.34
3.27E-05,-0.316,-0.26
3.28E-05,-0.332,-0.26
3.29E-05,-0.324,-0.3
3.30E-05,-0.324,-0.22
3.31E-05,-0.324,-0.34
3.32E-05,-0.328,-0.34
3.33E-05,-0.32,-0.18
3.34E-05,-0.328,-0.34
3.35E-05,-0.332,-0.38
3.36E-05,-0.332,-0.22
3.37E-05,-0.34,-0.3
3.38E-05,-0.356,-0.3
3.39E-05,-0.34,-0.22
3.40E-05,-0.344,-0.34
3.41E-05,-0.348,-0.26
3.42E-05,-0.348,-0.34
3.43E-05,-0.344,-0.22
3.44E-05,-0.34,-0.34
3.45E-05,-0.356,-0.18
3.46E-05,-0.356,-0.3
3.47E-05,-0.356,-0.18
3.48E-05,-0.356,-0.34
3.49E-05,-0.376,-0.3
3.50E-05,-0.352,-0.3
3.51E-05,-0.36,-0.3
3.52E-05,-0.36,-0.34
3.53E-05,-0.364,-0.34
3.54E-05,-0.36,-0.34
3.55E-05,-0.368,-0.34
3.56E-05,-0.364,-0.3
3.57E-05,-0.372,-0.22
3.58E-05,-0.372,-0.34
3.59E-05,-0.368,-0.34
3.60E-05,-0.376,-0.34
3.61E-05,-0.38,-0.3
3.62E-05,-0.372,-0.38
3.63E-05,-0.376,-0.26
3.64E-05,-0.388,-0.38
3.65E-05,-0.388,-0.3
3.66E-05,-0.392,-0.38
3.67E-05,-0.396,-0.34
3.68E-05,-0.38,-0.42
3.69E-05,-0.396,-0.34
3.70E-05,-0.396,-0.3
3.71E-05,-0.388,-0.3
3.72E-05,-0.396,-0.34
3.73E-05,-0.388,-0.3
3.74E-05,-0.392,-0.42
3.75E-05,-0.396,-0.34
3.76E-05,-0.404,-0.3
3.77E-05,-0.408,-0.3
3.78E-05,-0.404,-0.34
3.79E-05,-0.4,-0.3
3.80E-05,-0.404,-0.46
3.81E-05,-0.4,-0.22
3.82E-05,-0.408,-0.34
3.83E-05,-0.404,-0.34
3.84E-05,-0.416,-0.34
3.85E-05,-0.412,-0.38
3.86E-05,-0.412,-0.38
3.87E-05,-0.412,-0.42
3.88E-05,-0.408,-0.34
3.89E-05,-0.424,-0.3
3.90E-05,-0.424,-0.38
3.91E-05,-0.428,-0.34
3.92E-05,-0.42,-0.3
3.93E-05,-0.432,-0.38
3.94E-05,-0.428,-0.38
3.95E-05,-0.428,-0.38
3.96E-05,-0.428,-0.34
3.97E-05,-0.428,-0.3
3.98E-05,-0.436,-0.42
3.99E-05,-0.44,-0.38
4.00E-05,-0.44,-0.42
4.01E-05,-0.44,-0.34
4.02E-05,-0.436,-0.38
4.03E-05,-0.456,-0.42
4.04E-05,-0.436,-0.34
4.05E-05,-0.448,-0.38
4.06E-05,-0.44,-0.42
4.07E-05,-0.444,-0.38
4.08E-05,-0.444,-0.38
4.09E-05,-0.452,-0.38
4.10E-05,-0.452,-0.38
4.11E-05,-0.456,-0.38
4.12E-05,-0.46,-0.5
4.13E-05,-0.468,-0.34
4.14E-05,-0.46,-0.46
4.15E-05,-0.456,-0.42
4.16E-05,-0.452,-0.34
4.17E-05,-0.468,-0.42
4.18E-05,-0.468,-0.38
4.19E-05,-0.46,-0.34
4.20E-05,-0.476,-0.38
4.21E-05,-0.46,-0.42
4.22E-05,-0.476,-0.34
4.23E-05,-0.468,-0.42
4.24E-05,-0.476,-0.5
4.25E-05,-0.468,-0.38
4.26E-05,-0.476,-0.38
4.27E-05,-0.468,-0.42
4.28E-05,-0.48,-0.5
4.29E-05,-0.48,-0.38
4.30E-05,-0.484,-0.46
4.31E-05,-0.488,-0.46
4.32E-05,-0.492,-0.38
4.33E-05,-0.484,-0.5
4.34E-05,-0.484,-0.38
4.35E-05,-0.488,-0.38
4.36E-05,-0.48,-0.34
4.37E-05,-0.488,-0.46
4.38E-05,-0.496,-0.42
4.39E-05,-0.5,-0.46
4.40E-05,-0.492,-0.42
4.41E-05,-0.5,-0.42
4.42E-05,-0.512,-0.42
4.43E-05,-0.492,-0.5
4.44E-05,-0.508,-0.38
4.45E-05,-0.512,-0.42
4.46E-05,-0.504,-0.38
4.47E-05,-0.512,-0.46
4.48E-05,-0.512,-0.3
4.49E-05,-0.52,-0.5
4.50E-05,-0.52,-0.42
4.51E-05,-0.512,-0.38
4.52E-05,-0.52,-0.46
4.53E-05,-0.528,-0.54
4.54E-05,-0.52,-0.5
4.55E-05,-0.524,-0.46
4.56E-05,-0.52,-0.42
4.57E-05,-0.528,-0.5
