Model,DPO4034,DPO4034
Firmware Version,2.1,2.1
,,
Point Format,Y,Y
Horizontal Units,S,S
Horizontal Scale,0.0001,0.0001
Sample Interval,1.00E-07,1.00E-07
Record Length,10000,10000
Probe Attenuation,10,10
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,0.1,1
Label,,
TIME,CH1,CH2
-1.99E-04,-0.608,-0.54
-1.99E-04,-0.608,-0.54
-1.99E-04,-0.608,-0.62
-1.99E-04,-0.604,-0.54
-1.99E-04,-0.596,-0.46
-1.99E-04,-0.604,-0.5
-1.98E-04,-0.604,-0.54
-1.98E-04,-0.592,-0.66
-1.98E-04,-0.604,-0.58
-1.98E-04,-0.588,-0.54
-1.98E-04,-0.596,-0.5
-1.98E-04,-0.596,-0.5
-1.98E-04,-0.588,-0.5
-1.98E-04,-0.58,-0.42
-1.98E-04,-0.584,-0.46
-1.98E-04,-0.58,-0.54
-1.97E-04,-0.592,-0.5
-1.97E-04,-0.58,-0.42
-1.97E-04,-0.58,-0.42
-1.97E-04,-0.584,-0.46
-1.97E-04,-0.56,-0.46
-1.97E-04,-0.576,-0.54
-1.97E-04,-0.568,-0.5
-1.97E-04,-0.58,-0.5
-1.97E-04,-0.572,-0.54
-1.97E-04,-0.572,-0.5
-1.96E-04,-0.568,-0.46
-1.96E-04,-0.568,-0.5
-1.96E-04,-0.572,-0.46
-1.96E-04,-0.568,-0.58
-1.96E-04,-0.564,-0.5
-1.96E-04,-0.548,-0.5
-1.96E-04,-0.56,-0.54
-1.96E-04,-0.552,-0.54
-1.96E-04,-0.56,-0.5
-1.96E-04,-0.548,-0.5
-1.95E-04,-0.548,-0.58
-1.95E-04,-0.544,-0.5
-1.95E-04,-0.556,-0.5
-1.95E-04,-0.548,-0.38
-1.95E-04,-0.544,-0.38
-1.95E-04,-0.548,-0.54
-1.95E-04,-0.548,-0.5
-1.95E-04,-0.552,-0.54
-1.95E-04,-0.536,-0.42
-1.95E-04,-0.548,-0.5
-1.94E-04,-0.548,-0.42
-1.94E-04,-0.54,-0.46
-1.94E-04,-0.544,-0.46
-1.94E-04,-0.528,-0.46
-1.94E-04,-0.528,-0.5
-1.94E-04,-0.536,-0.5
-1.94E-04,-0.532,-0.5
-1.94E-04,-0.52,-0.42
-1.94E-04,-0.532,-0.54
-1.94E-04,-0.528,-0.42
-1.93E-04,-0.516,-0.5
-1.93E-04,-0.516,-0.34
-1.93E-04,-0.52,-0.46
-1.93E-04,-0.52,-0.42
-1.93E-04,-0.516,-0.38
-1.93E-04,-0.508,-0.42
-1.93E-04,-0.516,-0.34
-1.93E-04,-0.508,-0.42
-1.93E-04,-0.512,-0.42
-1.93E-04,-0.512,-0.42
-1.92E-04,-0.508,-0.42
-1.92E-04,-0.508,-0.5
-1.92E-04,-0.512,-0.38
-1.92E-04,-0.504,-0.38
-1.92E-04,-0.496,-0.42
-1.92E-04,-0.512,-0.38
-1.92E-04,-0.496,-0.42
-1.92E-04,-0.488,-0.42
-1.92E-04,-0.492,-0.34
-1.92E-04,-0.508,-0.46
-1.91E-04,-0.496,-0.46
-1.91E-04,-0.484,-0.42
-1.91E-04,-0.488,-0.38
-1.91E-04,-0.48,-0.46
-1.91E-04,-0.48,-0.42
-1.91E-04,-0.48,-0.46
-1.91E-04,-0.48,-0.38
-1.91E-04,-0.472,-0.5
-1.91E-04,-0.484,-0.3
-1.91E-04,-0.472,-0.42
-1.90E-04,-0.476,-0.38
-1.90E-04,-0.46,-0.38
-1.90E-04,-0.468,-0.34
-1.90E-04,-0.468,-0.42
-1.90E-04,-0.464,-0.34
-1.90E-04,-0.464,-0.38
-1.90E-04,-0.468,-0.34
-1.90E-04,-0.468,-0.38
-1.90E-04,-0.472,-0.42
-1.90E-04,-0.46,-0.34
-1.89E-04,-0.452,-0.42
-1.89E-04,-0.464,-0.3
-1.89E-04,-0.464,-0.38
-1.89E-04,-0.46,-0.34
-1.89E-04,-0.448,-0.42
-1.89E-04,-0.452,-0.3
-1.89E-04,-0.448,-0.34
-1.89E-04,-0.44,-0.42
-1.89E-04,-0.444,-0.3
-1.89E-04,-0.448,-0.3
-1.88E-04,-0.448,-0.38
-1.88E-04,-0.444,-0.38
-1.88E-04,-0.448,-0.34
-1.88E-04,-0.428,-0.42
-1.88E-04,-0.432,-0.42
-1.88E-04,-0.436,-0.34
-1.88E-04,-0.436,-0.38
-1.88E-04,-0.428,-0.34
-1.88E-04,-0.428,-0.26
-1.88E-04,-0.432,-0.3
-1.87E-04,-0.424,-0.34
-1.87E-04,-0.424,-0.3
-1.87E-04,-0.428,-0.34
-1.87E-04,-0.42,-0.38
-1.87E-04,-0.416,-0.26
-1.87E-04,-0.428,-0.38
-1.87E-04,-0.416,-0.38
-1.87E-04,-0.416,-0.34
-1.87E-04,-0.416,-0.46
-1.87E-04,-0.416,-0.3
-1.86E-04,-0.408,-0.3
-1.86E-04,-0.408,-0.38
-1.86E-04,-0.408,-0.22
-1.86E-04,-0.412,-0.34
-1.86E-04,-0.408,-0.3
-1.86E-04,-0.416,-0.38
-1.86E-04,-0.408,-0.3
-1.86E-04,-0.396,-0.3
-1.86E-04,-0.396,-0.34
-1.86E-04,-0.396,-0.42
-1.85E-04,-0.4,-0.38
-1.85E-04,-0.4,-0.34
-1.85E-04,-0.4,-0.38
-1.85E-04,-0.392,-0.22
-1.85E-04,-0.388,-0.34
-1.85E-04,-0.384,-0.34
-1.85E-04,-0.392,-0.3
-1.85E-04,-0.392,-0.22
-1.85E-04,-0.384,-0.22
-1.85E-04,-0.372,-0.34
-1.84E-04,-0.376,-0.3
-1.84E-04,-0.376,-0.34
-1.84E-04,-0.376,-0.34
-1.84E-04,-0.38,-0.38
-1.84E-04,-0.372,-0.26
-1.84E-04,-0.38,-0.34
-1.84E-04,-0.38,-0.34
-1.84E-04,-0.372,-0.26
-1.84E-04,-0.368,-0.22
-1.84E-04,-0.36,-0.26
-1.83E-04,-0.352,-0.3
-1.83E-04,-0.364,-0.22
-1.83E-04,-0.36,-0.34
-1.83E-04,-0.36,-0.26
-1.83E-04,-0.352,-0.3
-1.83E-04,-0.352,-0.3
-1.83E-04,-0.36,-0.34
-1.83E-04,-0.364,-0.3
-1.83E-04,-0.364,-0.14
-1.83E-04,-0.352,-0.34
-1.82E-04,-0.348,-0.3
-1.82E-04,-0.352,-0.34
-1.82E-04,-0.352,-0.26
-1.82E-04,-0.352,-0.26
-1.82E-04,-0.352,-0.3
-1.82E-04,-0.348,-0.3
-1.82E-04,-0.34,-0.26
-1.82E-04,-0.348,-0.26
-1.82E-04,-0.336,-0.3
-1.82E-04,-0.34,-0.3
-1.81E-04,-0.332,-0.22
-1.81E-04,-0.328,-0.26
-1.81E-04,-0.336,-0.26
-1.81E-04,-0.332,-0.26
-1.81E-04,-0.332,-0.26
-1.81E-04,-0.328,-0.26
-1.81E-04,-0.324,-0.3
-1.81E-04,-0.32,-0.06
-1.81E-04,-0.316,-0.22
-1.81E-04,-0.324,-0.22
-1.80E-04,-0.32,-0.26
-1.80E-04,-0.32,-0.26
-1.80E-04,-0.324,-0.3
-1.80E-04,-0.32,-0.26
-1.80E-04,-0.312,-0.22
-1.80E-04,-0.308,-0.22
-1.80E-04,-0.308,-0.22
-1.80E-04,-0.312,-0.18
-1.80E-04,-0.304,-0.22
-1.80E-04,-0.304,-0.22
-1.79E-04,-0.308,-0.34
-1.79E-04,-0.3,-0.22
-1.79E-04,-0.312,-0.22
-1.79E-04,-0.3,-0.22
-1.79E-04,-0.304,-0.26
-1.79E-04,-0.284,-0.3
-1.79E-04,-0.296,-0.22
-1.79E-04,-0.284,-0.26
-1.79E-04,-0.292,-0.22
-1.79E-04,-0.284,-0.22
-1.78E-04,-0.292,-0.22
-1.78E-04,-0.284,-0.22
-1.78E-04,-0.284,-0.18
-1.78E-04,-0.284,-0.26
-1.78E-04,-0.284,-0.22
-1.78E-04,-0.288,-0.22
-1.78E-04,-0.28,-0.14
-1.78E-04,-0.272,-0.22
-1.78E-04,-0.28,-0.18
-1.78E-04,-0.26,-0.14
-1.77E-04,-0.268,-0.34
-1.77E-04,-0.268,-0.18
-1.77E-04,-0.272,-0.22
-1.77E-04,-0.256,-0.22
-1.77E-04,-0.264,-0.3
-1.77E-04,-0.256,-0.22
-1.77E-04,-0.272,-0.26
-1.77E-04,-0.268,-0.18
-1.77E-04,-0.256,-0.22
-1.77E-04,-0.268,-0.22
-1.76E-04,-0.256,-0.18
-1.76E-04,-0.264,-0.22
-1.76E-04,-0.252,-0.18
-1.76E-04,-0.256,-0.22
-1.76E-04,-0.248,-0.34
-1.76E-04,-0.248,-0.14
-1.76E-04,-0.248,-0.18
-1.76E-04,-0.24,-0.14
-1.76E-04,-0.248,-0.14
-1.76E-04,-0.244,-0.18
-1.75E-04,-0.248,-0.18
-1.75E-04,-0.236,-0.14
-1.75E-04,-0.232,-0.18
-1.75E-04,-0.24,-0.22
-1.75E-04,-0.228,-0.18
-1.75E-04,-0.224,-0.18
-1.75E-04,-0.228,-0.14
-1.75E-04,-0.224,-0.14
-1.75E-04,-0.232,-0.06
-1.75E-04,-0.216,-0.14
-1.74E-04,-0.22,-0.14
-1.74E-04,-0.224,-0.18
-1.74E-04,-0.224,-0.18
-1.74E-04,-0.22,-0.18
-1.74E-04,-0.22,-0.18
-1.74E-04,-0.224,-0.22
-1.74E-04,-0.216,-0.1
-1.74E-04,-0.212,-0.1
-1.74E-04,-0.208,-0.14
-1.74E-04,-0.208,-0.14
-1.73E-04,-0.208,-0.18
-1.73E-04,-0.208,-0.06
-1.73E-04,-0.2,-0.1
-1.73E-04,-0.208,-0.1
-1.73E-04,-0.196,-0.1
-1.73E-04,-0.2,-0.22
-1.73E-04,-0.2,-0.18
-1.73E-04,-0.2,-0.14
-1.73E-04,-0.2,-0.1
-1.73E-04,-0.188,-0.06
-1.72E-04,-0.184,-0.1
-1.72E-04,-0.192,-0.18
-1.72E-04,-0.188,-0.18
-1.72E-04,-0.196,-0.1
-1.72E-04,-0.184,-0.18
-1.72E-04,-0.176,-0.06
-1.72E-04,-0.184,-0.02
-1.72E-04,-0.196,-0.06
-1.72E-04,-0.192,-0.1
-1.72E-04,-0.192,-0.1
-1.71E-04,-0.192,-0.14
-1.71E-04,-0.192,-0.1
-1.71E-04,-0.2,-0.06
-1.71E-04,-0.2,-0.06
-1.71E-04,-0.204,-0.22
-1.71E-04,-0.2,-0.14
-1.71E-04,-0.2,-0.14
-1.71E-04,-0.204,-0.18
-1.71E-04,-0.208,-0.18
-1.71E-04,-0.216,-0.14
-1.70E-04,-0.208,-0.06
-1.70E-04,-0.216,-0.22
-1.70E-04,-0.216,-0.14
-1.70E-04,-0.224,-0.1
-1.70E-04,-0.216,-0.02
-1.70E-04,-0.216,-0.18
-1.70E-04,-0.216,-0.22
-1.70E-04,-0.22,-0.22
-1.70E-04,-0.224,-0.06
-1.70E-04,-0.236,-0.14
-1.69E-04,-0.228,-0.18
-1.69E-04,-0.224,-0.06
-1.69E-04,-0.232,-0.1
-1.69E-04,-0.232,-0.18
-1.69E-04,-0.228,-0.14
-1.69E-04,-0.224,-0.18
-1.69E-04,-0.236,-0.22
-1.69E-04,-0.244,-0.18
-1.69E-04,-0.244,-0.14
-1.69E-04,-0.244,-0.18
-1.68E-04,-0.252,-0.18
-1.68E-04,-0.248,-0.18
-1.68E-04,-0.24,-0.22
-1.68E-04,-0.252,-0.22
-1.68E-04,-0.248,-0.22
-1.68E-04,-0.244,-0.14
-1.68E-04,-0.264,-0.3
-1.68E-04,-0.256,-0.22
-1.68E-04,-0.256,-0.22
-1.68E-04,-0.256,-0.18
-1.67E-04,-0.256,-0.18
-1.67E-04,-0.256,-0.18
-1.67E-04,-0.268,-0.3
-1.67E-04,-0.264,-0.3
-1.67E-04,-0.268,-0.14
-1.67E-04,-0.276,-0.22
-1.67E-04,-0.26,-0.18
-1.67E-04,-0.272,-0.3
-1.67E-04,-0.276,-0.22
-1.67E-04,-0.268,-0.22
-1.66E-04,-0.268,-0.18
-1.66E-04,-0.28,-0.22
-1.66E-04,-0.288,-0.22
-1.66E-04,-0.288,-0.22
-1.66E-04,-0.284,-0.22
-1.66E-04,-0.284,-0.14
-1.66E-04,-0.288,-0.22
-1.66E-04,-0.292,-0.22
-1.66E-04,-0.288,-0.3
-1.66E-04,-0.288,-0.22
-1.65E-04,-0.284,-0.26
-1.65E-04,-0.296,-0.3
-1.65E-04,-0.296,-0.3
-1.65E-04,-0.296,-0.26
-1.65E-04,-0.288,-0.26
-1.65E-04,-0.296,-0.18
-1.65E-04,-0.308,-0.22
-1.65E-04,-0.3,-0.26
-1.65E-04,-0.304,-0.14
-1.65E-04,-0.316,-0.26
-1.64E-04,-0.304,-0.26
-1.64E-04,-0.304,-0.22
-1.64E-04,-0.3,-0.3
-1.64E-04,-0.316,-0.26
-1.64E-04,-0.316,-0.22
-1.64E-04,-0.32,-0.22
-1.64E-04,-0.32,-0.22
-1.64E-04,-0.316,-0.22
-1.64E-04,-0.312,-0.18
-1.64E-04,-0.328,-0.26
-1.63E-04,-0.32,-0.22
-1.63E-04,-0.336,-0.3
-1.63E-04,-0.336,-0.26
-1.63E-04,-0.328,-0.26
-1.63E-04,-0.328,-0.26
-1.63E-04,-0.336,-0.22
-1.63E-04,-0.34,-0.26
-1.63E-04,-0.34,-0.26
-1.63E-04,-0.336,-0.22
-1.63E-04,-0.328,-0.3
-1.62E-04,-0.34,-0.26
-1.62E-04,-0.344,-0.38
-1.62E-04,-0.344,-0.3
-1.62E-04,-0.352,-0.22
-1.62E-04,-0.352,-0.22
-1.62E-04,-0.352,-0.22
-1.62E-04,-0.356,-0.3
-1.62E-04,-0.352,-0.26
-1.62E-04,-0.352,-0.34
-1.62E-04,-0.364,-0.3
-1.61E-04,-0.36,-0.3
-1.61E-04,-0.356,-0.22
-1.61E-04,-0.352,-0.22
-1.61E-04,-0.364,-0.34
-1.61E-04,-0.356,-0.34
-1.61E-04,-0.348,-0.34
-1.61E-04,-0.368,-0.26
-1.61E-04,-0.364,-0.22
-1.61E-04,-0.364,-0.3
-1.61E-04,-0.368,-0.34
-1.60E-04,-0.368,-0.34
-1.60E-04,-0.376,-0.34
-1.60E-04,-0.372,-0.26
-1.60E-04,-0.372,-0.3
-1.60E-04,-0.372,-0.3
-1.60E-04,-0.372,-0.34
-1.60E-04,-0.38,-0.26
-1.60E-04,-0.384,-0.22
-1.60E-04,-0.388,-0.3
-1.60E-04,-0.38,-0.26
-1.59E-04,-0.388,-0.34
-1.59E-04,-0.384,-0.3
-1.59E-04,-0.392,-0.38
-1.59E-04,-0.388,-0.34
-1.59E-04,-0.388,-0.34
-1.59E-04,-0.388,-0.34
-1.59E-04,-0.388,-0.34
-1.59E-04,-0.392,-0.34
-1.59E-04,-0.408,-0.3
-1.59E-04,-0.404,-0.3
-1.58E-04,-0.4,-0.34
-1.58E-04,-0.4,-0.34
-1.58E-04,-0.404,-0.34
-1.58E-04,-0.396,-0.34
-1.58E-04,-0.42,-0.3
-1.58E-04,-0.408,-0.3
-1.58E-04,-0.404,-0.34
-1.58E-04,-0.412,-0.3
-1.58E-04,-0.412,-0.38
-1.58E-04,-0.416,-0.38
-1.57E-04,-0.416,-0.34
-1.57E-04,-0.424,-0.38
-1.57E-04,-0.42,-0.38
-1.57E-04,-0.416,-0.38
-1.57E-04,-0.436,-0.42
-1.57E-04,-0.42,-0.38
-1.57E-04,-0.428,-0.3
-1.57E-04,-0.424,-0.3
-1.57E-04,-0.424,-0.34
-1.57E-04,-0.436,-0.34
-1.56E-04,-0.432,-0.42
-1.56E-04,-0.432,-0.34
-1.56E-04,-0.436,-0.46
-1.56E-04,-0.44,-0.38
-1.56E-04,-0.44,-0.34
-1.56E-04,-0.448,-0.38
-1.56E-04,-0.448,-0.34
-1.56E-04,-0.44,-0.38
-1.56E-04,-0.436,-0.42
-1.56E-04,-0.46,-0.46
-1.55E-04,-0.448,-0.38
-1.55E-04,-0.448,-0.34
-1.55E-04,-0.456,-0.34
-1.55E-04,-0.456,-0.38
-1.55E-04,-0.46,-0.42
-1.55E-04,-0.448,-0.38
-1.55E-04,-0.456,-0.42
-1.55E-04,-0.448,-0.38
-1.55E-04,-0.468,-0.38
-1.55E-04,-0.46,-0.42
-1.54E-04,-0.468,-0.34
-1.54E-04,-0.46,-0.38
-1.54E-04,-0.464,-0.46
-1.54E-04,-0.468,-0.34
-1.54E-04,-0.48,-0.38
-1.54E-04,-0.476,-0.34
-1.54E-04,-0.48,-0.38
-1.54E-04,-0.48,-0.3
-1.54E-04,-0.476,-0.42
-1.54E-04,-0.48,-0.38
-1.53E-04,-0.488,-0.42
-1.53E-04,-0.484,-0.38
-1.53E-04,-0.484,-0.46
-1.53E-04,-0.48,-0.34
-1.53E-04,-0.484,-0.5
-1.53E-04,-0.488,-0.42
-1.53E-04,-0.492,-0.42
-1.53E-04,-0.484,-0.38
-1.53E-04,-0.508,-0.5
-1.53E-04,-0.492,-0.46
-1.52E-04,-0.492,-0.46
-1.52E-04,-0.496,-0.46
-1.52E-04,-0.496,-0.46
-1.52E-04,-0.5,-0.5
-1.52E-04,-0.508,-0.46
-1.52E-04,-0.5,-0.38
-1.52E-04,-0.504,-0.34
-1.52E-04,-0.512,-0.46
-1.52E-04,-0.508,-0.5
-1.52E-04,-0.508,-0.46
-1.51E-04,-0.508,-0.5
-1.51E-04,-0.52,-0.34
-1.51E-04,-0.512,-0.42
-1.51E-04,-0.516,-0.46
-1.51E-04,-0.516,-0.42
-1.51E-04,-0.516,-0.38
-1.51E-04,-0.52,-0.42
-1.51E-04,-0.516,-0.5
-1.51E-04,-0.528,-0.42
-1.51E-04,-0.524,-0.34
-1.50E-04,-0.516,-0.5
-1.50E-04,-0.528,-0.5
-1.50E-04,-0.536,-0.42
-1.50E-04,-0.524,-0.54
-1.50E-04,-0.532,-0.46
-1.50E-04,-0.536,-0.5
-1.50E-04,-0.54,-0.5
-1.50E-04,-0.548,-0.5
-1.50E-04,-0.532,-0.42
-1.50E-04,-0.544,-0.5
-1.49E-04,-0.552,-0.5
-1.49E-04,-0.544,-0.46
-1.49E-04,-0.544,-0.42
-1.49E-04,-0.556,-0.5
-1.49E-04,-0.552,-0.5
-1.49E-04,-0.548,-0.5
-1.49E-04,-0.552,-0.5
-1.49E-04,-0.556,-0.54
-1.49E-04,-0.556,-0.54
-1.49E-04,-0.548,-0.42
-1.48E-04,-0.564,-0.54
-1.48E-04,-0.564,-0.54
-1.48E-04,-0.56,-0.5
-1.48E-04,-0.56,-0.54
-1.48E-04,-0.564,-0.42
-1.48E-04,-0.568,-0.5
-1.48E-04,-0.568,-0.5
-1.48E-04,-0.568,-0.46
-1.48E-04,-0.576,-0.42
-1.48E-04,-0.572,-0.5
-1.47E-04,-0.576,-0.54
-1.47E-04,-0.572,-0.58
-1.47E-04,-0.572,-0.5
-1.47E-04,-0.568,-0.5
-1.47E-04,-0.58,-0.46
-1.47E-04,-0.58,-0.46
-1.47E-04,-0.596,-0.5
-1.47E-04,-0.588,-0.54
-1.47E-04,-0.58,-0.42
-1.47E-04,-0.58,-0.42
-1.46E-04,-0.58,-0.54
-1.46E-04,-0.584,-0.54
-1.46E-04,-0.596,-0.58
-1.46E-04,-0.592,-0.54
-1.46E-04,-0.6,-0.5
-1.46E-04,-0.596,-0.5
-1.46E-04,-0.588,-0.54
-1.46E-04,-0.604,-0.5
-1.46E-04,-0.604,-0.58
-1.46E-04,-0.604,-0.58
-1.45E-04,-0.612,-0.54
-1.45E-04,-0.608,-0.46
-1.45E-04,-0.596,-0.58
-1.45E-04,-0.608,-0.62
-1.45E-04,-0.612,-0.46
-1.45E-04,-0.6,-0.58
-1.45E-04,-0.608,-0.54
-1.45E-04,-0.612,-0.42
-1.45E-04,-0.608,-0.54
-1.45E-04,-0.616,-0.5
-1.44E-04,-0.624,-0.5
-1.44E-04,-0.62,-0.58
-1.44E-04,-0.624,-0.54
-1.44E-04,-0.62,-0.54
-1.44E-04,-0.632,-0.62
-1.44E-04,-0.628,-0.5
-1.44E-04,-0.64,-0.5
-1.44E-04,-0.624,-0.5
-1.44E-04,-0.624,-0.54
-1.44E-04,-0.632,-0.58
-1.43E-04,-0.636,-0.66
-1.43E-04,-0.644,-0.54
-1.43E-04,-0.636,-0.58
-1.43E-04,-0.644,-0.54
-1.43E-04,-0.636,-0.54
-1.43E-04,-0.644,-0.54
-1.43E-04,-0.64,-0.62
-1.43E-04,-0.64,-0.54
-1.43E-04,-0.652,-0.7
-1.43E-04,-0.656,-0.5
-1.42E-04,-0.644,-0.58
-1.42E-04,-0.66,-0.66
-1.42E-04,-0.656,-0.54
-1.42E-04,-0.664,-0.5
-1.42E-04,-0.66,-0.58
-1.42E-04,-0.656,-0.58
-1.42E-04,-0.664,-0.54
-1.42E-04,-0.664,-0.54
-1.42E-04,-0.652,-0.62
-1.42E-04,-0.66,-0.58
-1.41E-04,-0.66,-0.66
-1.41E-04,-0.672,-0.7
-1.41E-04,-0.664,-0.62
-1.41E-04,-0.676,-0.58
-1.41E-04,-0.676,-0.58
-1.41E-04,-0.672,-0.54
-1.41E-04,-0.668,-0.7
-1.41E-04,-0.676,-0.66
-1.41E-04,-0.676,-0.66
-1.41E-04,-0.68,-0.66
-1.40E-04,-0.68,-0.62
-1.40E-04,-0.68,-0.54
-1.40E-04,-0.684,-0.62
-1.40E-04,-0.68,-0.58
-1.40E-04,-0.684,-0.74
-1.40E-04,-0.692,-0.66
-1.40E-04,-0.688,-0.66
-1.40E-04,-0.7,-0.54
-1.40E-04,-0.696,-0.62
-1.40E-04,-0.692,-0.62
-1.39E-04,-0.688,-0.62
-1.39E-04,-0.696,-0.62
-1.39E-04,-0.692,-0.66
-1.39E-04,-0.704,-0.66
-1.39E-04,-0.704,-0.7
-1.39E-04,-0.692,-0.54
-1.39E-04,-0.704,-0.66
-1.39E-04,-0.7,-0.7
-1.39E-04,-0.7,-0.58
-1.39E-04,-0.712,-0.7
-1.38E-04,-0.712,-0.66
-1.38E-04,-0.712,-0.7
-1.38E-04,-0.716,-0.66
-1.38E-04,-0.716,-0.54
-1.38E-04,-0.712,-0.66
-1.38E-04,-0.716,-0.7
-1.38E-04,-0.724,-0.66
-1.38E-04,-0.72,-0.62
-1.38E-04,-0.728,-0.7
-1.38E-04,-0.728,-0.66
-1.37E-04,-0.724,-0.62
-1.37E-04,-0.732,-0.7
-1.37E-04,-0.732,-0.74
-1.37E-04,-0.732,-0.7
-1.37E-04,-0.736,-0.66
-1.37E-04,-0.736,-0.7
-1.37E-04,-0.732,-0.7
-1.37E-04,-0.728,-0.58
-1.37E-04,-0.732,-0.66
-1.37E-04,-0.732,-0.66
-1.36E-04,-0.748,-0.66
-1.36E-04,-0.744,-0.66
-1.36E-04,-0.748,-0.66
-1.36E-04,-0.748,-0.66
-1.36E-04,-0.752,-0.7
-1.36E-04,-0.76,-0.7
-1.36E-04,-0.748,-0.66
-1.36E-04,-0.76,-0.66
-1.36E-04,-0.756,-0.82
-1.36E-04,-0.756,-0.7
-1.35E-04,-0.752,-0.78
-1.35E-04,-0.76,-0.86
-1.35E-04,-0.748,-0.7
-1.35E-04,-0.76,-0.7
-1.35E-04,-0.764,-0.66
-1.35E-04,-0.752,-0.7
-1.35E-04,-0.772,-0.66
-1.35E-04,-0.764,-0.7
-1.35E-04,-0.764,-0.66
-1.35E-04,-0.76,-0.66
-1.34E-04,-0.764,-0.66
-1.34E-04,-0.78,-0.74
-1.34E-04,-0.784,-0.78
-1.34E-04,-0.78,-0.78
-1.34E-04,-0.78,-0.62
-1.34E-04,-0.78,-0.66
-1.34E-04,-0.784,-0.86
-1.34E-04,-0.772,-0.7
-1.34E-04,-0.772,-0.7
-1.34E-04,-0.792,-0.62
-1.33E-04,-0.792,-0.7
-1.33E-04,-0.788,-0.78
-1.33E-04,-0.792,-0.74
-1.33E-04,-0.792,-0.78
-1.33E-04,-0.784,-0.78
-1.33E-04,-0.792,-0.66
-1.33E-04,-0.788,-0.74
-1.33E-04,-0.792,-0.66
-1.33E-04,-0.8,-0.74
-1.33E-04,-0.792,-0.74
-1.32E-04,-0.808,-0.66
-1.32E-04,-0.792,-0.82
-1.32E-04,-0.8,-0.78
-1.32E-04,-0.816,-0.78
-1.32E-04,-0.796,-0.78
-1.32E-04,-0.808,-0.86
-1.32E-04,-0.808,-0.78
-1.32E-04,-0.812,-0.78
-1.32E-04,-0.812,-0.78
-1.32E-04,-0.828,-0.82
-1.31E-04,-0.808,-0.82
-1.31E-04,-0.812,-0.82
-1.31E-04,-0.824,-0.74
-1.31E-04,-0.812,-0.82
-1.31E-04,-0.824,-0.78
-1.31E-04,-0.832,-0.82
-1.31E-04,-0.816,-0.74
-1.31E-04,-0.82,-0.78
-1.31E-04,-0.824,-0.78
-1.31E-04,-0.824,-0.66
-1.30E-04,-0.832,-0.78
-1.30E-04,-0.844,-0.78
-1.30E-04,-0.844,-0.86
-1.30E-04,-0.832,-0.82
-1.30E-04,-0.844,-0.86
-1.30E-04,-0.836,-0.7
-1.30E-04,-0.84,-0.78
-1.30E-04,-0.848,-0.7
-1.30E-04,-0.856,-0.78
-1.30E-04,-0.844,-0.7
-1.29E-04,-0.848,-0.82
-1.29E-04,-0.848,-0.82
-1.29E-04,-0.852,-0.78
-1.29E-04,-0.856,-0.7
-1.29E-04,-0.848,-0.82
-1.29E-04,-0.856,-0.78
-1.29E-04,-0.856,-0.82
-1.29E-04,-0.86,-0.78
-1.29E-04,-0.864,-0.74
-1.29E-04,-0.86,-0.78
-1.28E-04,-0.86,-0.74
-1.28E-04,-0.86,-0.74
-1.28E-04,-0.864,-0.78
-1.28E-04,-0.868,-0.82
-1.28E-04,-0.864,-0.74
-1.28E-04,-0.872,-0.9
-1.28E-04,-0.868,-0.74
-1.28E-04,-0.86,-0.78
-1.28E-04,-0.864,-0.82
-1.28E-04,-0.876,-0.78
-1.27E-04,-0.88,-0.86
-1.27E-04,-0.872,-0.74
-1.27E-04,-0.88,-0.78
-1.27E-04,-0.88,-0.86
-1.27E-04,-0.884,-0.78
-1.27E-04,-0.892,-0.82
-1.27E-04,-0.876,-0.86
-1.27E-04,-0.888,-0.82
-1.27E-04,-0.884,-0.82
-1.27E-04,-0.88,-0.82
-1.26E-04,-0.888,-0.82
-1.26E-04,-0.9,-0.78
-1.26E-04,-0.884,-0.98
-1.26E-04,-0.892,-0.82
-1.26E-04,-0.896,-0.82
-1.26E-04,-0.904,-0.9
-1.26E-04,-0.896,-0.94
-1.26E-04,-0.9,-0.82
-1.26E-04,-0.908,-0.9
-1.26E-04,-0.908,-0.78
-1.25E-04,-0.908,-0.86
-1.25E-04,-0.908,-0.82
-1.25E-04,-0.916,-0.86
-1.25E-04,-0.908,-0.86
-1.25E-04,-0.908,-0.82
-1.25E-04,-0.916,-0.9
-1.25E-04,-0.912,-0.86
-1.25E-04,-0.916,-0.9
-1.25E-04,-0.924,-0.78
-1.25E-04,-0.916,-0.9
-1.24E-04,-0.908,-0.86
-1.24E-04,-0.912,-0.86
-1.24E-04,-0.92,-0.9
-1.24E-04,-0.924,-0.94
-1.24E-04,-0.916,-0.9
-1.24E-04,-0.928,-0.86
-1.24E-04,-0.928,-0.82
-1.24E-04,-0.932,-0.9
-1.24E-04,-0.928,-0.78
-1.24E-04,-0.932,-0.94
-1.23E-04,-0.936,-0.78
-1.23E-04,-0.932,-0.9
-1.23E-04,-0.94,-0.82
-1.23E-04,-0.94,-0.86
-1.23E-04,-0.928,-0.86
-1.23E-04,-0.94,-0.9
-1.23E-04,-0.936,-0.82
-1.23E-04,-0.944,-0.94
-1.23E-04,-0.944,-0.86
-1.23E-04,-0.952,-0.94
-1.22E-04,-0.944,-0.86
-1.22E-04,-0.932,-0.86
